,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
2017,41,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,16.1,6.7,2.3,1.3,1,0.03,-4.1,-0.9
2017,42,42,UTA,Thomas Bryant,Indiana,3,114,2252,1125,669,159,0.598,0.316,0.767,19.8,9.9,5.9,1.4,7.4,0.158,1.2,1.8
2017,43,43,HOU,Isaiah Hartenstein,,2,48,469,155,133,31,0.608,0.222,0.725,9.8,3.2,2.8,0.6,1.5,0.155,0.6,0.3
2017,44,44,NYK,Damyean Dotson,Oregon,3,159,3211,1246,425,214,0.422,0.36,0.722,20.2,7.8,2.7,1.3,2.9,0.044,-2.6,-0.5
2017,45,45,HOU,Dillon Brooks,Oregon,3,149,4065,1824,452,251,0.43,0.378,0.785,27.3,12.2,3,1.7,2.6,0.031,-3.1,-1.1
2017,46,46,PHI,Sterling Brown,SMU,3,145,2307,757,457,141,0.424,0.351,0.76,15.9,5.2,3.2,1,3.6,0.075,-2.6,-0.4
2017,47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.057,-6.8,0
2017,48,48,MIL,Sindarius Thornwell,South Carolina,2,137,1469,344,184,86,0.415,0.342,0.689,10.7,2.5,1.3,0.6,1,0.034,-2.1,0
2017,49,49,DEN,Vlatko Čančar,,1,9,16,7,3,3,0.4,0.333,1,1.8,0.8,0.3,0.3,0.1,0.206,2.3,0
2017,50,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
2017,51,51,DEN,Monte Morris,Iowa State,3,134,2980,1248,281,476,0.477,0.409,0.808,22.2,9.3,2.1,3.6,8.8,0.141,-0.5,1.1
2017,52,52,NOP,Edmond Sumner,Xavier,3,43,472,154,52,38,0.4,0.283,0.622,11,3.6,1.2,0.9,0.4,0.041,-2.6,-0.1
2017,53,53,BOS,Kadeem Allen,Arizona,3,46,619,252,70,107,0.429,0.349,0.761,13.5,5.5,1.5,2.3,0.9,0.071,-2.5,-0.1
2017,54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-3.3,-0.1
2017,55,55,UTA,Nigel Williams-Goss,Gonzaga,1,9,28,4,5,5,0.143,0,1,3.1,0.4,0.6,0.6,0,-0.037,-4.2,0
2017,56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-2.1,0
2017,57,57,BRK,Aleksandar Vezenkov,,,,,,,,,,,,,,,,,,
2017,58,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
2017,59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-4.5,-0.3
2017,60,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
