,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
2018,28,28,GSW,Jacob Evans,Cincinnati,2,54,555,147,59,47,0.329,0.348,0.808,10.3,2.7,1.1,0.9,-0.7,-0.06,-8,-0.8
2018,29,29,BRK,Džanan Musa,,2,42,431,156,71,33,0.346,0.203,0.717,10.3,3.7,1.7,0.8,-0.2,-0.026,-6.4,-0.5
2018,30,30,ATL,Omari Spellman,Villanova,2,92,1628,625,404,92,0.42,0.369,0.773,17.7,6.8,4.4,1,2.6,0.076,-1.2,0.3
2018,31,31,PHO,Élie Okobo,,2,91,1420,467,156,204,0.392,0.312,0.726,15.6,5.1,1.7,2.2,0.4,0.015,-4.7,-1
2018,32,32,MEM,Jevon Carter,West Virginia,2,72,1019,292,123,116,0.332,0.36,0.814,14.2,4.1,1.7,1.6,0.4,0.021,-2.8,-0.2
2018,33,33,DAL,Jalen Brunson,Villanova,2,121,2404,1041,282,380,0.466,0.345,0.747,19.9,8.6,2.3,3.1,4.5,0.089,-2.2,-0.1
2018,34,34,ATL,Devonte' Graham,Kansas,2,94,2363,1089,237,488,0.367,0.358,0.807,25.1,11.6,2.5,5.2,3,0.061,-1.2,0.5
2018,35,35,ORL,Melvin Frazier,Tulane,2,23,91,33,9,2,0.342,0.308,0.375,4,1.4,0.4,0.1,-0.1,-0.043,-7.7,-0.1
2018,36,36,NYK,Mitchell Robinson,,2,111,2389,906,727,61,0.705,,0.601,21.5,8.2,6.5,0.5,10.8,0.216,5.4,4.5
2018,37,37,SAC,Gary Trent,Duke,2,51,697,252,64,37,0.391,0.374,0.762,13.7,4.9,1.3,0.7,0.7,0.048,-2.8,-0.1
2018,38,38,PHI,Khyri Thomas,Creighton,2,28,201,62,20,8,0.319,0.286,0.615,7.2,2.2,0.7,0.3,0,0.006,-5.3,-0.2
2018,39,39,PHI,Isaac Bonga,,2,64,855,213,162,59,0.467,0.326,0.726,13.4,3.3,2.5,0.9,1,0.057,-1.3,0.2
2018,40,40,BRK,Rodions Kurucs,,2,93,1688,670,318,80,0.458,0.346,0.75,18.2,7.2,3.4,0.9,2,0.058,-2.5,-0.2
2018,41,41,ORL,Jarred Vanderbilt,Kentucky,2,24,98,28,27,4,0.478,0,0.6,4.1,1.2,1.1,0.2,0,-0.021,-6,-0.1
2018,42,42,DET,Bruce Brown,Miami (FL),2,121,2714,724,381,272,0.425,0.294,0.717,22.4,6,3.1,2.2,3.2,0.056,-1.3,0.5
2018,43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
2018,44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
2018,45,45,BRK,Hamidou Diallo,Kentucky,2,81,1112,389,203,35,0.449,0.173,0.633,13.7,4.8,2.5,0.4,1,0.041,-4.7,-0.8
2018,46,46,HOU,De'Anthony Melton,USC,2,86,1628,541,267,267,0.429,0.308,0.825,18.9,6.3,3.1,3.1,1.6,0.048,-0.8,0.5
2018,47,47,LAL,Sviatoslav Mykhailiuk,Kansas,2,87,1424,530,111,109,0.402,0.401,0.788,16.4,6.1,1.3,1.3,1.4,0.049,-2.7,-0.3
2018,48,48,MIN,Keita Bates-Diop,Ohio State,2,65,1133,400,191,46,0.423,0.306,0.688,17.4,6.2,2.9,0.7,1.5,0.063,-2.6,-0.2
2018,49,49,SAS,Chimezie Metu,USC,2,42,203,87,58,16,0.407,0,0.739,4.8,2.1,1.4,0.4,-0.1,-0.013,-6.4,-0.2
2018,50,50,IND,Alize Johnson,Missouri State,2,25,110,31,34,3,0.367,0.5,0.571,4.4,1.2,1.4,0.1,0.2,0.077,-6.7,-0.1
2018,51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
2018,52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,0.25,0.25,,8,1.5,1,0,0,-0.014,-9.8,0
2018,53,53,OKC,Devon Hall,Virginia,1,5,20,5,1,3,0.2,0,0.75,4,1,0.2,0.6,0,-0.059,-11.5,0
2018,54,54,DAL,Shake Milton,SMU,2,36,478,188,69,40,0.42,0.337,0.719,13.3,5.2,1.9,1.1,0.7,0.069,-2.9,-0.1
2018,55,55,CHO,Arnoldas Kulboka,,,,,,,,,,,,,,,,,,
2018,56,56,PHI,Ray Spalding,Louisville,1,14,148,54,48,5,0.532,0,0.333,10.6,3.9,3.4,0.4,0.2,0.051,-3.4,-0.1
2018,57,57,OKC,Kevin Hervey,UT Arlington,1,6,13,0,2,1,0,0,,2.2,0,0.3,0.2,-0.1,-0.357,-17,0
2018,58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,-2.6,0
2018,59,59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6,0,1,0,0,-0.001,-10.6,0
2018,60,60,PHI,Kostas Antetokounmpo,Dayton,2,5,16,2,2,1,0,,0.5,3.2,0.4,0.4,0.2,0,-0.128,-10.4,0
