,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
2009,13,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.5,-1
2009,14,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,15,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,16,16,CHI,James Johnson,Wake Forest,11,619,12728,4883,2214,1300,0.476,0.307,0.693,20.6,7.9,3.6,2.1,23.9,0.09,1,9.7
2009,17,17,PHI,Jrue Holiday,UCLA,11,692,22997,10946,2690,4405,0.452,0.355,0.78,33.2,15.8,3.9,6.4,41.5,0.087,1.3,19.2
2009,18,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,0.7,10.9
2009,19,19,ATL,Jeff Teague,Wake Forest,11,753,20836,9539,1863,4383,0.445,0.357,0.844,27.7,12.7,2.5,5.8,50.5,0.116,-0.1,9.7
2009,20,20,UTA,Eric Maynor,Virginia Commonwealth,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7
2009,21,21,NOH,Darren Collison,UCLA,10,708,20796,8857,1885,3543,0.471,0.394,0.853,29.4,12.5,2.7,5,49.9,0.115,0.1,11.1
2009,22,22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4
2009,23,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-1.5,1.6
2009,24,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3
2009,25,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
2009,26,26,CHI,Taj Gibson,USC,11,783,19828,7486,4929,804,0.513,0.217,0.709,25.3,9.6,6.3,1,51.4,0.124,0.1,10.3
2009,27,27,MEM,DeMarre Carroll,Missouri,11,569,13520,5096,2430,712,0.43,0.359,0.74,23.8,9,4.3,1.3,29.2,0.104,0.6,8.9
2009,28,28,MIN,Wayne Ellington,UNC,11,669,14058,5373,1455,734,0.408,0.377,0.845,21,8,2.2,1.1,17.7,0.06,-2.1,-0.3
2009,29,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,30,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4,-0.5
2009,31,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
2009,32,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-4.6,-0.5
2009,33,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1,3.7
2009,34,34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,
2009,35,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,36,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
2009,37,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,0.4,4.2
2009,38,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0
2009,39,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-0.8,3.3
2009,40,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
2009,41,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
2009,42,42,LAL,Patrick Beverley,Arkansas,8,417,11806,3747,1835,1460,0.413,0.378,0.761,28.3,9,4.4,3.5,27.7,0.113,2.1,12.3
2009,43,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,44,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-1.4,1.2
2009,45,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,46,46,CLE,Danny Green,UNC,11,666,16920,5978,2331,1056,0.424,0.402,0.809,25.4,9,3.5,1.6,41.8,0.119,2.9,20.9
2009,47,47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,
2009,48,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-7.3,0
2009,49,49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,
2009,50,50,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,,,,
2009,51,51,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,,,,
2009,52,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4
2009,53,53,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4
2009,54,54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
2009,55,55,POR,Patty Mills,Saint Mary's,11,652,12596,5648,1089,1524,0.431,0.391,0.846,19.3,8.7,1.7,2.3,29.6,0.113,0.4,7.6
2009,56,56,DAL,Ahmad Nivins,Saint Joseph's,,,,,,,,,,,,,,,,,
2009,57,57,PHO,Emir Preldžić,,,,,,,,,,,,,,,,,,
2009,58,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1
2009,59,59,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,,,,,,,,,
2009,60,60,MIA,Robert Dozier,Memphis,,,,,,,,,,,,,,,,,
