player_id,name,class,college,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
marcus-williams-2,Marcus Williams,Player,arizona,128,41,0.51,0.475,0.309,0.71,63,79,1939.0,927,65,0.35600000000000004,53.0,354,0.54,13.9,139.0,0.14300000000000002,2.6405363589479114,0.8457968024755029,19.12325941206808,1.3408973697782358,1.0933470861268697,7.302733367715317,2.8674574522949974
adam-haluska-1,Adam Haluska,Bust,iowa,240,36,0.514,0.424,0.36,0.8370000000000001,129,77,4133.0,1862,136,0.359,252.0,546,0.568,11.2,206.0,0.154,2.3227679651584805,0.3484151947737721,18.02080812968788,1.3162351802564722,2.4389063634164048,5.284297120735543,1.9937091700943623
derrick-byars-1,Derrick Byars,Bust,vanderbilt,275,22,0.556,0.46299999999999997,0.26,0.698,126,79,3311.0,1384,119,0.397,198.0,466,0.575,16.4,236.0,0.129,3.3222591362126246,0.26578073089701,16.720024161884627,1.4376321353065538,2.39202657807309,5.629719118091211,2.8511023859861067
chris-richard-1,Chris Richard,Bust,florida,49,59,0.665,0.665,0.46,0.631,141,81,2203.0,697,48,0.3291631116687577,0.0,445,0.665,20.8,138.0,0.177,0.8896958692691783,1.071266454834317,12.65546981389015,0.8715388107126645,0.0,8.079891057648661,2.50567408079891
marcus-williams-2,Marcus Williams,Bust,arizona,128,41,0.51,0.475,0.309,0.71,63,79,1939.0,927,65,0.35600000000000004,53.0,354,0.54,13.9,139.0,0.14300000000000002,2.6405363589479114,0.8457968024755029,19.12325941206808,1.3408973697782358,1.0933470861268697,7.302733367715317,2.8674574522949974
josh-mcroberts-1,Josh McRoberts,Player,duke,167,128,0.5489999999999999,0.54,0.507,0.664,69,82,2047.0,742,80,0.278,10.0,449,0.578,17.0,131.0,0.201,3.263312164142648,2.501221299462628,14.499267220322425,1.5632633121641426,0.19540791402051785,8.773815339521251,2.559843673668784
jermareo-davidson-1,Jermareo Davidson,Bust,alabama,127,221,0.469,0.467,0.434,0.7170000000000001,126,82,3611.0,1268,68,0.21100000000000002,4.0,918,0.517,13.5,191.0,0.128,1.4068125173082249,2.4480753253946275,14.045970645250625,0.7532539462752701,0.044309055663251176,10.168928274716144,2.115757407920244
glen-davis-1,Glen Davis,Player,lsu,147,110,0.507,0.496,0.541,0.6940000000000001,95,81,3036.0,1587,108,0.31,26.0,916,0.5529999999999999,13.7,228.0,0.20199999999999999,1.9367588932806323,1.4492753623188406,20.909090909090907,1.422924901185771,0.3425559947299078,12.06851119894598,3.0039525691699605
nick-fazekas-1,Nick Fazekas,Bust,nevada,170,192,0.5660000000000001,0.532,0.395,0.815,131,83,3944.0,2464,98,0.341,116.0,1254,0.612,10.1,225.0,0.306,1.7241379310344829,1.947261663286004,24.98985801217039,0.9939148073022313,1.1764705882352942,12.718052738336713,2.281947261663286
reyshawn-terry-1,Reyshawn Terry,Bust,unc,116,61,0.565,0.485,0.402,0.75,126,79,1816.0,926,76,0.419,103.0,440,0.601,19.1,182.0,0.233,2.555066079295154,1.343612334801762,20.39647577092511,1.6740088105726871,2.2687224669603525,9.691629955947137,4.008810572687223
jared-jordan-1,Jared Jordan,Bust,marist,813,9,0.509,0.446,0.34299999999999997,0.7020000000000001,117,74,4052.0,1538,160,0.326,154.0,557,0.541,18.5,323.0,0.106,8.025666337611058,0.08884501480750248,15.182625863770976,1.579466929911155,1.5202369200394863,5.498519249753208,3.1885488647581433
taurean-green-1,Taurean Green,Bust,florida,400,7,0.518,0.401,0.522,0.857,111,72,3236.0,1174,124,0.389,186.0,242,0.595,22.2,282.0,0.142,4.944375772558715,0.0865265760197775,14.511742892459829,1.532756489493201,2.2991347342398023,2.9913473423980226,3.4857849196538937
dominic-mcguire-1,Dominic McGuire,Player,fresno state,172,167,0.48100000000000004,0.462,0.447,0.556,86,81,2153.0,745,55,0.253,24.0,540,0.5,21.7,207.0,0.153,3.1955411054342777,3.1026474686483976,13.841151881096144,1.0218300046446818,0.4458894565722248,10.032512772875057,3.8457965629354387
aaron-gray-1,Aaron Gray,Player,pitt,147,130,0.55,0.55,0.513,0.595,113,84,2360.0,1109,41,0.3291631116687577,0.0,790,0.565,15.2,176.0,0.254,2.4915254237288136,2.2033898305084745,18.796610169491526,0.6949152542372882,0.0,13.389830508474574,2.983050847457627
jameson-curry-1,JamesOn Curry,Bust,oklahoma state,356,24,0.528,0.43700000000000006,0.271,0.758,101,75,3234.0,1363,99,0.40399999999999997,197.0,289,0.5589999999999999,18.9,285.0,0.11900000000000001,4.403215831787262,0.29684601113172543,16.858379715522574,1.2244897959183674,2.4366110080395798,3.5745207173778604,3.5250463821892386
demetris-nichols-1,Demetris Nichols,Bust,syracuse,132,94,0.515,0.423,0.235,0.752,123,80,3171.0,1344,120,0.358,205.0,508,0.5429999999999999,12.7,180.0,0.139,1.6650898770104068,1.1857458215074108,16.95364238410596,1.5137180700094608,2.585935036266162,6.408073163040051,2.2705771050141914
herbert-hill-1,Herbert Hill,Bust,providence,93,189,0.530323149236193,0.614,0.365,0.5660000000000001,99,82,1958.0,958,77,0.0,0.0,514,0.611,16.5,155.0,0.213,1.8998978549540344,3.8610827374872323,19.57099080694586,1.5730337078651684,0.0,10.500510725229828,3.1664964249233916
ramon-sessions-1,Ramon Sessions,Player,nevada,478,14,0.434,0.41700000000000004,0.392,0.74,97,75,2835.0,850,113,0.313,25.0,410,0.488,22.2,248.0,0.102,6.7442680776014114,0.19753086419753085,11.992945326278658,1.5943562610229278,0.3527336860670194,5.784832451499118,3.4991181657848323
sammy-mejia-1,Sammy Mejia,Bust,depaul,396,21,0.505,0.457,0.345,0.659,123,78,3838.0,1494,125,0.32799999999999996,115.0,596,0.531,16.3,274.0,0.11900000000000001,4.127149557060969,0.21886399166232412,15.570609692548206,1.3027618551328817,1.1985409067222512,6.211568525273581,2.8556539864512764
dj-strawberry-1,D.J. Strawberry,Bust,maryland,317,47,0.501,0.461,0.47,0.64,111,77,2991.0,1126,202,0.33,70.0,370,0.5329999999999999,18.7,243.0,0.135,4.239384821130057,0.6285523236375794,15.058508859913076,2.701437646272149,0.9361417586091608,4.948177866934137,3.24974924774323
gabe-pruitt-1,Gabe Pruitt,Bust,usc,283,16,0.5479999999999999,0.43799999999999994,0.326,0.778,80,76,2590.0,1102,158,0.39299999999999996,179.0,247,0.584,16.7,189.0,0.154,4.370656370656371,0.2471042471042471,17.01930501930502,2.4401544401544397,2.7644787644787643,3.814671814671815,2.9189189189189197
stephane-lasme-1,Stephane Lasme,Bust,umass,103,399,0.595,0.595,0.6459999999999999,0.622,118,80,2861.0,1011,88,0.3291631116687577,0.0,758,0.609,20.7,217.0,0.22399999999999998,1.4400559245019222,5.578469066759873,14.134917860887802,1.2303390422929046,0.0,10.5976931142957,3.033904229290458
carl-landry-1,Carl Landry,Player,purdue,78,52,0.61,0.602,0.752,0.7140000000000001,64,81,1915.0,1175,65,0.233,10.0,453,0.647,16.9,184.0,0.293,1.6292428198433417,1.0861618798955617,24.54308093994777,1.3577023498694518,0.20887728459530025,9.462140992167102,3.843342036553525
