,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
2007,17,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0
2007,18,18,GSW,Marco Belinelli,,13,845,19307,8253,1741,1415,0.424,0.376,0.845,22.8,9.8,2.1,1.7,30,0.075,-1.8,1.2
2007,19,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
2007,20,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.7,-1.6
2007,21,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
2007,22,22,CHA,Jared Dudley,Boston College,13,880,19958,6617,2813,1379,0.464,0.394,0.732,22.7,7.5,3.2,1.6,42.8,0.103,1,15.3
2007,23,23,NYK,Wilson Chandler,DePaul,12,660,19942,8383,3514,1187,0.444,0.343,0.769,30.2,12.7,5.3,1.8,28.8,0.069,-0.8,6.1
2007,24,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7
2007,25,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4
2007,26,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.8,0.8
2007,27,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.1,4.5
2007,28,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7
2007,29,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5
2007,30,30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
2007,31,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
2007,32,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1
2007,33,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1
2007,34,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1
2007,35,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8
2007,36,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6
2007,37,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,1,6.2
2007,38,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6
2007,39,39,MIA,Stanko Barać,,,,,,,,,,,,,,,,,,
2007,40,40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1
2007,41,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3
2007,42,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0
2007,43,43,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,
2007,44,44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,
2007,45,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
2007,46,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1
2007,47,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
2007,48,48,LAL,Marc Gasol,,12,830,27539,12193,6340,2862,0.482,0.356,0.777,33.2,14.7,7.6,3.4,82.2,0.143,3.4,37.4
2007,49,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
2007,50,50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
2007,51,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0,0,0,0,0,,,0
2007,52,52,POR,Taurean Green,Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1
2007,53,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2
2007,54,54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
2007,55,55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,,,,
2007,56,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-1.9,0.5
2007,57,57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,,,,
2007,58,58,SAS,Georgios Printezis,,,,,,,,,,,,,,,,,,
2007,59,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
2007,60,60,DAL,Milovan Raković,,,,,,,,,,,,,,,,,,
