win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
10.4,11.8,Ryan Hollins,518,2006,50,3.7,0.081,-2.6,-1.0,CHA,ucla,10,6134,1913,Player,ryan-hollins-1,ucla,ucla,Ryan Hollins,1,40,101,0.577,0.575,0.826,0.591,113,84,2282.0,642,25,1.0,1.0,455,0.59,22.3,156.0,0.139,0.7011393514461,1.7703768624014025,11.253286590709903,0.4382120946538125,0.017528483786152498,7.975460122699386,2.7344434706397895
0.8,7.5,Hassan Adams,73,2006,54,2.5,0.07200000000000001,-4.4,-0.3,NJN,arizona,2,547,185,Bust,hassan-adams-1,arizona,arizona,Hassan Adams,1,259,85,0.524,0.499,0.23,0.704,130,76,3609.0,1818,238,0.311,75.0,706,0.545,13.3,255.0,0.168,2.8706012745912997,0.9420892213909671,20.149625935162096,2.637849819894708,0.8312551953449709,7.8248822388473265,2.826267664172901
0.0,0.0,J.R. Pinnock,0,2006,58,0.0,0.0,0.0,0.0,DAL,george washington,0,0,0,Bust,jr-pinnock-1,george washington,george,J.R. Pinnock,0,191,53,0.517,0.484,0.307,0.746,89,77,2485.0,1121,164,0.308,60.0,406,0.552,14.7,175.0,0.171,3.074446680080483,0.8531187122736418,18.04426559356137,2.6398390342052314,0.9657947686116699,6.535211267605634,2.8169014084507045
14.5,12.1,Steve Novak,467,2006,32,4.7,0.12300000000000001,-0.9,1.6,HOU,marquette,11,5657,2177,Player,steve-novak-1,marquette,marquette,Steve Novak,1,123,9,0.622,0.456,0.245,0.931,126,82,3401.0,1567,64,0.461,354.0,524,0.66,10.2,135.0,0.191,1.4466333431343723,0.10585122022934432,18.429873566598058,0.7527197882975595,4.163481329020876,6.162893266686269,1.5877683034401646
0.1,10.5,Dee Brown,68,2006,46,2.1,0.008,-4.1,-0.4,UTA,illinois,2,711,140,Bust,dee-brown-2,illinois,jacksonville,Dee Brown,1,674,7,0.521,0.422,0.216,0.725,137,72,4698.0,1812,231,0.36,299.0,448,0.543,15.0,294.0,0.147,5.738612175393785,0.05959982971477224,15.427841634738186,1.9667943805874841,2.5457641549595573,3.8143891017454234,2.503192848020434
0.8,8.7,James White,67,2006,31,2.7,0.062,-3.4,-0.2,POR,cincinnati,3,583,182,Player,james-white-1,cincinnati,cincinnati,James White,0,316,75,0.507,0.444,0.389,0.784,123,79,3336.0,1270,117,0.336,120.0,520,0.556,17.9,248.0,0.168,3.7889688249400475,0.8992805755395683,15.227817745803359,1.4028776978417266,1.4388489208633093,6.235011990407674,2.9736211031175057
-0.1,11.9,Will Blalock,14,2006,60,1.8,-0.032,-5.7,-0.2,DET,iowa state,1,166,25,Bust,will-blalock-1,iowa state,iowa,Will Blalock,1,464,10,0.475,0.421,0.286,0.719,93,72,3193.0,1078,177,0.365,100.0,287,0.509,18.2,236.0,0.092,5.812715314751018,0.12527403695584088,13.504541183839649,2.217350454118384,1.2527403695584092,3.5953648606326336,2.9564672721578455
-1.6,14.7,Mardy Collins,189,2006,29,3.9,-0.027000000000000003,-4.9,-2.0,NYK,temple,4,2771,742,Player,mardy-collins-1,temple,temple,Mardy Collins,0,398,29,0.45,0.399,0.268,0.624,125,78,4683.0,1919,290,0.292,182.0,569,0.473,11.2,255.0,0.113,3.3995302156737135,0.2477044629510997,16.391202220798633,2.4770446295109974,1.5545590433482808,4.8601323937646805,2.1780909673286355
111.3,34.4,LaMarcus Aldridge,993,2006,2,19.6,0.156,1.5,29.8,CHI,texas,14,34190,19420,Player,lamarcus-aldridge-1,texas,texas,LaMarcus Aldridge,1,34,97,0.586,0.586,0.527,0.649,53,83,1602.0,713,67,0.3291618569636134,0.0,434,0.605,12.9,87.0,0.28,0.8489388264669163,2.421972534332085,17.80274656679151,1.6729088639200997,0.0,10.83645443196005,2.1722846441947565
-1.4,20.4,Adam Morrison,161,2006,3,7.5,-0.021,-5.5,-2.9,CHA,gonzaga,3,3278,1200,Player,adam-morrison-1,gonzaga,gonzaga,Adam Morrison,0,188,35,0.552,0.503,0.397,0.761,95,80,2908.0,1867,66,0.368,128.0,485,0.591,9.4,164.0,0.193,2.5859697386519946,0.4814305364511692,25.680880330123795,0.9078404401650619,1.7606602475928472,6.671251719394773,2.2558459422283357
13.0,19.7,Tyrus Thomas,402,2006,4,7.7,0.078,-1.1,1.7,POR,lsu,8,7932,3093,Player,tyrus-thomas-1,louisiana state,lsu,Tyrus Thomas,1,42,99,0.61,0.608,0.548,0.657,32,81,829.0,395,33,1.0,1.0,295,0.627,15.8,59.0,0.351,2.0265379975874547,4.776839565741858,19.059107358262967,1.5922798552472859,0.04825090470446321,14.234016887816647,2.8468033775633295
9.9,15.5,Shelden Williams,361,2006,5,4.5,0.085,-2.8,-1.2,ATL,duke,6,5586,1618,Player,shelden-williams-1,duke,duke,Shelden Williams,1,119,422,0.573,0.572,0.659,0.694,139,81,3903.0,1928,161,0.333,4.0,1262,0.611,16.9,321.0,0.299,1.2195746861388677,4.324878298744555,19.75915962080451,1.6500128106584677,0.04099410709710479,12.933640789136563,3.28977709454266
37.4,35.5,Brandon Roy,326,2006,6,18.8,0.155,3.2,15.2,MIN,washington,6,11561,6136,Player,brandon-roy-1,washington,washington,Brandon Roy,1,308,49,0.537,0.512,0.45,0.765,103,78,2837.0,1477,103,0.344,53.0,517,0.585,14.7,217.0,0.188,4.34261543884385,0.6908706379978851,20.82481494536482,1.4522382798731055,0.7472682410997533,7.289390200916461,3.059569968276348
23.5,25.6,Randy Foye,752,2006,7,10.3,0.057999999999999996,-1.3,3.4,BOS,villanova,11,19279,7729,Player,randy-foye-1,villanova,villanova,Randy Foye,1,416,52,0.461,0.399,0.291,0.781,131,76,4096.0,1966,198,0.329,213.0,625,0.505,16.3,378.0,0.129,4.0625,0.5078125,19.19921875,1.93359375,2.080078125,6.103515625,3.69140625
56.2,33.4,Rudy Gay,923,2006,8,17.2,0.087,0.4,19.0,HOU,uconn,14,30852,15909,Player,rudy-gay-1,connecticut,uconn,Rudy Gay,1,116,111,0.501,0.461,0.353,0.721,64,81,1908.0,870,83,0.378,56.0,378,0.538,15.0,143.0,0.191,2.431865828092243,2.3270440251572326,18.238993710691823,1.7400419287211741,1.1740041928721174,7.924528301886793,2.9979035639413
0.5,5.8,Patrick O'Bryant,90,2006,9,2.1,0.046,-3.1,-0.2,GSW,bradley,4,524,186,Player,patrick-obryant-1,bradley,bradley,Patrick O'Bryant,0,38,147,0.554,0.554,0.411,0.687,52,84,1265.0,605,46,0.3291618569636134,0.0,408,0.582,16.1,100.0,0.272,1.2015810276679841,4.648221343873518,19.130434782608695,1.4545454545454546,0.0,12.901185770750988,3.1620553359683794
62.1,26.0,J.J. Redick,880,2006,11,13.0,0.13,0.0,11.5,ORL,duke,14,22881,11470,Player,jj-redick-1,duke,duke,J.J. Redick,1,306,9,0.553,0.433,0.381,0.912,139,76,4732.0,2769,152,0.406,457.0,375,0.615,11.6,296.0,0.199,2.5866441251056638,0.0760777683854607,23.40659340659341,1.2848689771766695,3.8630600169061706,3.1699070160608622,2.502113271344041
3.9,11.6,Hilton Armstrong,292,2006,12,3.0,0.055,-2.8,-0.7,NOK,uconn,6,3378,880,Player,hilton-armstrong-1,connecticut,uconn,Hilton Armstrong,1,73,191,0.565,0.563,0.682,0.578,131,83,1980.0,614,43,0.333,1.0,517,0.575,23.0,159.0,0.203,1.474747474747475,3.8585858585858586,12.404040404040405,0.8686868686868687,0.0202020202020202,10.444444444444445,3.2121212121212124
30.4,23.0,Ronnie Brewer,502,2006,14,7.8,0.127,1.7,10.7,UTA,arkansas,8,11539,3940,Player,ronnie-brewer-1,arkansas,arkansas,Ronnie Brewer,1,299,49,0.511,0.462,0.455,0.671,90,79,2974.0,1416,216,0.34,104.0,452,0.546,13.5,203.0,0.184,4.021519838601211,0.6590450571620712,19.045057162071284,2.905178211163416,1.398789509078682,6.079354404841963,2.730329522528581
6.2,15.4,Rodney Carney,299,2006,16,5.9,0.064,-2.7,-0.8,CHI,memphis,5,4600,1778,Player,rodney-carney-1,memphis,memphis,Rodney Carney,0,155,131,0.506,0.415,0.26,0.717,133,79,3670.0,1901,134,0.362,287.0,651,0.533,9.7,191.0,0.179,1.6893732970027249,1.4277929155313351,20.719346049046322,1.4604904632152587,3.128065395095368,7.0953678474114446,2.0817438692098094
0.1,9.4,Cedric Simmons,75,2006,15,2.2,0.005,-5.7,-0.7,NOK,nc state,3,705,163,Player,cedric-simmons-1,north carolina state,nc,Cedric Simmons,1,68,115,0.568,0.565,0.734,0.652,63,81,1189.0,486,26,0.5,2.0,260,0.599,16.8,82.0,0.197,2.287636669470143,3.868797308662742,16.349873843566023,0.8746846089150546,0.0672834314550042,8.746846089150546,2.7586206896551726
-0.9,6.2,Maurice Ager,82,2006,28,2.1,-0.08900000000000001,-10.4,-1.1,DAL,michigan state,4,505,169,Player,maurice-ager-1,michigan state,michigan,Maurice Ager,1,181,39,0.527,0.441,0.333,0.775,124,77,3176.0,1554,62,0.38,202.0,424,0.566,13.3,210.0,0.141,2.279596977329975,0.49118387909319894,19.571788413098236,0.7808564231738035,2.544080604534005,5.3400503778337525,2.6448362720403025
13.9,19.5,Jordan Farmar,504,2006,26,7.7,0.068,-1.4,1.6,LAL,ucla,10,9840,3888,Player,jordan-farmar-1,ucla,ucla,Jordan Farmar,1,342,12,0.478,0.41,0.369,0.76,66,74,2122.0,881,82,0.333,97.0,196,0.526,22.9,248.0,0.122,6.44674835061263,0.22620169651272387,16.60697455230914,1.5457115928369465,1.8284637134778512,3.694627709707823,4.67483506126296
91.5,31.5,Kyle Lowry,894,2006,24,14.7,0.156,3.8,41.0,MEM,villanova,14,28178,13098,Player,kyle-lowry-1,villanova,villanova,Kyle Lowry,1,171,13,0.465,0.449,0.566,0.737,57,72,1524.0,543,108,0.325,13.0,219,0.531,17.7,110.0,0.171,4.488188976377953,0.34120734908136485,14.251968503937007,2.8346456692913384,0.34120734908136485,5.748031496062992,2.887139107611549
9.1,17.5,Josh Boone,256,2006,23,5.2,0.09699999999999999,-1.9,0.1,NJN,uconn,4,4482,1340,Player,josh-boone-1,connecticut,uconn,Josh Boone,1,84,222,0.578,0.578,0.528,0.559,103,82,2672.0,959,53,0.3291618569636134,0.0,718,0.58,14.2,137.0,0.213,1.2574850299401197,3.3233532934131738,14.3562874251497,0.7934131736526946,0.0,10.748502994011977,2.0508982035928143
9.2,18.0,Shannon Brown,408,2006,25,7.6,0.06,-2.3,-0.6,CLE,michigan state,9,7329,3118,Player,shannon-brown-1,michigan state,michigan,Shannon Brown,1,188,11,0.518,0.457,0.319,0.831,97,76,2712.0,1183,124,0.364,110.0,329,0.565,15.8,197.0,0.128,2.772861356932154,0.16224188790560473,17.448377581120944,1.8289085545722714,1.6224188790560472,4.852507374631268,2.905604719764012
59.4,31.3,Rajon Rondo,857,2006,21,10.3,0.106,1.3,22.6,PHO,kentucky,14,26791,8804,Player,rajon-rondo-1,kentucky,kentucky,Rajon Rondo,1,285,13,0.521,0.493,0.44,0.577,68,73,1908.0,654,156,0.283,28.0,306,0.536,19.5,148.0,0.163,5.9748427672955975,0.27253668763102723,13.71069182389937,3.2704402515723268,0.5870020964360587,6.415094339622641,3.1027253668763106
7.2,13.9,Renaldo Balkman,221,2006,20,4.0,0.113,0.9,2.2,NYK,south carolina,6,3064,894,Player,renaldo-balkman-1,south carolina,south,Renaldo Balkman,1,176,112,0.567,0.553,0.396,0.533,104,80,2193.0,771,123,0.291,16.0,550,0.566,20.2,172.0,0.213,3.2102143182854537,2.0428636570907432,14.062927496580027,2.243502051983584,0.2918376652986776,10.031919744642044,3.1372549019607843
0.0,10.7,Quincy Douby,143,2006,19,4.1,0.0,-5.4,-1.3,SAC,rutgers university,3,1535,588,Player,quincy-douby-1,rutgers,rutgers,Quincy Douby,1,257,62,0.526,0.432,0.251,0.82,95,75,3045.0,1690,121,0.389,251.0,274,0.562,12.0,205.0,0.175,3.3760262725779966,0.8144499178981937,22.20032840722496,1.5894909688013137,3.2972085385878493,3.599343185550082,2.692939244663383
6.7,17.1,Shawne Williams,314,2006,17,5.6,0.06,-2.0,0.0,IND,memphis,7,5368,1769,Player,shawne-williams-1,memphis,memphis,Shawne Williams,0,67,49,0.48,0.416,0.387,0.786,36,81,1002.0,474,50,0.312,48.0,222,0.534,15.4,81.0,0.213,2.6746506986027945,1.9560878243512976,18.922155688622755,1.996007984031936,1.9161676646706587,8.862275449101796,3.2335329341317367
0.0,15.2,Marcus Williams,203,2006,22,5.6,-0.001,-4.6,-2.0,NJN,uconn,4,3095,1128,Player,marcus-williams-1,connecticut,uconn,Marcus Williams,1,510,14,0.455,0.402,0.418,0.791,70,75,1954.0,627,72,0.375,54.0,227,0.518,27.0,224.0,0.141,10.440122824974411,0.2865916069600819,12.835209825997953,1.4738996929375638,1.105424769703173,4.646878198567042,4.58546571136131
0.0,0.0,Adam Haluska,0,2007,43,0.0,0.0,0.0,0.0,NOK,iowa,0,0,0,Bust,adam-haluska-1,iowa,iowa,Adam Haluska,1,240,36,0.514,0.424,0.36,0.837,129,77,4133.0,1862,136,0.359,252.0,546,0.568,11.2,206.0,0.154,2.3227679651584805,0.3484151947737721,18.02080812968788,1.3162351802564722,2.4389063634164048,5.284297120735543,1.9937091700943623
0.1,18.5,Derrick Byars,2,2007,42,5.0,0.147,0.6,0.0,POR,vanderbilt,1,37,10,Bust,derrick-byars-1,vanderbilt,vanderbilt,Derrick Byars,1,275,22,0.556,0.463,0.26,0.698,126,79,3311.0,1384,119,0.397,198.0,466,0.575,16.4,236.0,0.129,3.3222591362126246,0.26578073089701,16.720024161884627,1.4376321353065538,2.39202657807309,5.629719118091211,2.8511023859861067
0.7,11.1,Chris Richard,70,2007,41,1.9,0.045,-3.5,-0.3,MIN,florida,2,780,135,Bust,chris-richard-1,florida,florida,Chris Richard,1,49,59,0.665,0.665,0.46,0.631,141,81,2203.0,697,48,0.3291618569636134,0.0,445,0.665,20.8,138.0,0.177,0.8896958692691783,1.071266454834317,12.65546981389015,0.8715388107126645,0.0,8.079891057648661,2.5056740807989106
-0.1,3.0,Marcus Williams,13,2007,33,1.1,-0.084,-7.5,-0.1,SAS,arizona,2,39,14,Bust,marcus-williams-2,arizona,uconn,Marcus Williams,1,128,41,0.51,0.475,0.309,0.71,63,79,1939.0,927,65,0.356,53.0,354,0.54,13.9,139.0,0.143,2.6405363589479114,0.8457968024755029,19.123259412068077,1.340897369778236,1.0933470861268695,7.302733367715318,2.8674574522949974
18.5,19.1,Josh McRoberts,433,2007,37,5.4,0.107,1.0,6.2,POR,duke,11,8271,2333,Player,josh-mcroberts-1,duke,duke,Josh McRoberts,1,167,128,0.549,0.54,0.507,0.664,69,82,2047.0,742,80,0.278,10.0,449,0.578,17.0,131.0,0.201,3.263312164142648,2.501221299462628,14.499267220322423,1.5632633121641426,0.19540791402051783,8.773815339521251,2.5598436736687837
0.0,8.3,Jermareo Davidson,52,2007,36,3.1,0.0,-7.6,-0.6,GSW,alabama,2,433,162,Bust,jermareo-davidson-1,alabama,alabama,Jermareo Davidson,1,127,221,0.469,0.467,0.434,0.717,126,82,3611.0,1268,68,0.211,4.0,918,0.517,13.5,191.0,0.128,1.4068125173082249,2.4480753253946275,14.045970645250623,0.7532539462752701,0.044309055663251176,10.168928274716144,2.1157574079202437
18.6,21.1,Glen Davis,514,2007,35,8.0,0.08199999999999999,-2.3,-0.8,SEA,lsu,8,10865,4111,Player,glen-davis-1,louisiana state,lsu,Glen Davis,1,147,110,0.507,0.496,0.541,0.694,95,81,3036.0,1587,108,0.31,26.0,916,0.553,13.7,228.0,0.202,1.9367588932806323,1.4492753623188406,20.909090909090907,1.422924901185771,0.3425559947299078,12.06851119894598,3.0039525691699605
0.8,10.3,Nick Fazekas,26,2007,34,4.1,0.14800000000000002,-0.1,0.1,DAL,nevada,1,269,107,Bust,nick-fazekas-1,nevada,nevada,Nick Fazekas,0,170,192,0.566,0.532,0.395,0.815,131,83,3944.0,2464,98,0.341,116.0,1254,0.612,10.1,225.0,0.306,1.7241379310344829,1.947261663286004,24.989858012170387,0.9939148073022313,1.1764705882352942,12.718052738336713,2.281947261663286
0.0,0.0,Reyshawn Terry,0,2007,44,0.0,0.0,0.0,0.0,ORL,unc,0,0,0,Bust,reyshawn-terry-1,north carolina,unc,Reyshawn Terry,1,116,61,0.565,0.485,0.402,0.75,126,79,1816.0,926,76,0.419,103.0,440,0.601,19.1,182.0,0.233,2.555066079295154,1.3436123348017621,20.39647577092511,1.6740088105726871,2.2687224669603525,9.691629955947135,4.008810572687224
0.0,0.0,Jared Jordan,0,2007,45,0.0,0.0,0.0,0.0,LAC,marist college,0,0,0,Bust,jared-jordan-1,marist,marist,Jared Jordan,0,813,9,0.509,0.446,0.343,0.702,117,74,4052.0,1538,160,0.326,154.0,557,0.541,18.5,323.0,0.106,8.025666337611057,0.08884501480750247,15.182625863770978,1.579466929911155,1.5202369200394865,5.498519249753208,3.188548864758144
-0.1,4.4,Taurean Green,17,2007,52,1.6,-0.066,-8.2,-0.1,POR,florida,1,74,27,Bust,taurean-green-1,florida,florida,Taurean Green,1,400,7,0.518,0.401,0.522,0.857,111,72,3236.0,1174,124,0.389,186.0,242,0.595,22.2,282.0,0.142,4.944375772558715,0.0865265760197775,14.511742892459827,1.5327564894932013,2.2991347342398023,2.9913473423980226,3.4857849196538937
4.1,15.6,Dominic McGuire,342,2007,47,2.7,0.037000000000000005,-1.6,0.6,WAS,fresno state,6,5348,939,Player,dominic-mcguire-1,fresno state,fresno,Dominic McGuire,0,172,167,0.481,0.462,0.447,0.556,86,81,2153.0,745,55,0.253,24.0,540,0.5,21.7,207.0,0.153,3.1955411054342777,3.1026474686483976,13.841151881096145,1.0218300046446818,0.44588945657222484,10.032512772875057,3.845796562935439
6.2,12.1,Aaron Gray,318,2007,49,3.4,0.077,-1.8,0.2,CHI,pitt,7,3851,1066,Player,aaron-gray-1,pittsburgh,pitt,Aaron Gray,1,147,130,0.55,0.55,0.513,0.595,113,84,2360.0,1109,41,0.3291618569636134,0.0,790,0.565,15.2,176.0,0.254,2.4915254237288136,2.2033898305084745,18.796610169491526,0.6949152542372882,0.0,13.389830508474576,2.983050847457627
0.0,0.0,JamesOn Curry,1,2007,51,0.0,0.0,0.0,0.0,CHI,oklahoma state,1,0,0,Bust,jameson-curry-1,oklahoma state,oklahoma,JamesOn Curry,1,356,24,0.528,0.437,0.271,0.758,101,75,3234.0,1363,99,0.404,197.0,289,0.559,18.9,285.0,0.119,4.403215831787261,0.29684601113172543,16.858379715522574,1.2244897959183674,2.4366110080395793,3.5745207173778604,3.525046382189239
-0.2,3.2,Demetris Nichols,18,2007,53,1.2,-0.203,-15.3,-0.2,POR,syracuse,2,58,22,Bust,demetris-nichols-1,syracuse,syracuse,Demetris Nichols,1,132,94,0.515,0.423,0.235,0.752,123,80,3171.0,1344,120,0.358,205.0,508,0.543,12.7,180.0,0.139,1.665089877010407,1.185745821507411,16.95364238410596,1.5137180700094608,2.585935036266162,6.40807316304005,2.2705771050141914
0.0,0.0,Herbert Hill,0,2007,55,0.0,0.0,0.0,0.0,UTA,providence,0,0,0,Bust,herbert-hill-1,providence,providence,Herbert Hill,1,93,189,0.5302679200940073,0.614,0.365,0.566,99,82,1958.0,958,77,0.0,0.0,514,0.611,16.5,155.0,0.213,1.8998978549540346,3.861082737487232,19.57099080694586,1.5730337078651684,0.0,10.500510725229827,3.166496424923391
28.8,23.3,Ramon Sessions,691,2007,56,10.3,0.086,-1.9,0.5,MIL,nevada,11,16119,7141,Player,ramon-sessions-1,nevada,nevada,Ramon Sessions,0,478,14,0.434,0.417,0.392,0.74,97,75,2835.0,850,113,0.313,25.0,410,0.488,22.2,248.0,0.102,6.744268077601411,0.19753086419753085,11.992945326278658,1.5943562610229278,0.3527336860670194,5.784832451499118,3.4991181657848323
0.0,0.0,Sammy Mejia,0,2007,57,0.0,0.0,0.0,0.0,DET,depaul,0,0,0,Bust,sammy-mejia-1,depaul,depaul,Sammy Mejia,0,396,21,0.505,0.457,0.345,0.659,123,78,3838.0,1494,125,0.328,115.0,596,0.531,16.3,274.0,0.119,4.127149557060969,0.21886399166232415,15.570609692548203,1.3027618551328817,1.1985409067222512,6.21156852527358,2.8556539864512764
-0.2,8.2,D.J. Strawberry,33,2007,59,2.2,-0.031,-5.1,-0.2,PHO,maryland,1,270,73,Bust,dj-strawberry-1,maryland,maryland,D.J. Strawberry,1,317,47,0.501,0.461,0.47,0.64,111,77,2991.0,1126,202,0.33,70.0,370,0.533,18.7,243.0,0.135,4.239384821130057,0.6285523236375794,15.058508859913074,2.7014376462721494,0.9361417586091608,4.948177866934136,3.24974924774323
0.4,7.4,Gabe Pruitt,62,2007,32,2.0,0.043,-3.1,-0.1,BOS,usc,2,461,125,Bust,gabe-pruitt-1,southern california,usc,Gabe Pruitt,1,283,16,0.548,0.438,0.326,0.778,80,76,2590.0,1102,158,0.393,179.0,247,0.584,16.7,189.0,0.154,4.370656370656371,0.2471042471042471,17.01930501930502,2.44015444015444,2.7644787644787643,3.8146718146718146,2.9189189189189193
0.3,18.9,Stéphane Lasme,16,2007,46,5.2,0.040999999999999995,-2.8,-0.1,GSW,umass,1,303,83,Bust,stephane-lasme-1,massachusetts,umass,Stephane Lasme,0,103,399,0.595,0.595,0.646,0.622,118,80,2861.0,1011,88,0.3291618569636134,0.0,758,0.609,20.7,217.0,0.224,1.4400559245019222,5.578469066759874,14.134917860887802,1.2303390422929046,0.0,10.597693114295701,3.033904229290458
35.9,22.5,Carl Landry,513,2007,31,10.8,0.149,-1.1,2.6,SEA,purdue,9,11524,5541,Player,carl-landry-1,purdue,purdue,Carl Landry,1,78,52,0.61,0.602,0.752,0.714,64,81,1915.0,1175,65,0.233,10.0,453,0.647,16.9,184.0,0.293,1.629242819843342,1.0861618798955615,24.543080939947778,1.3577023498694518,0.20887728459530025,9.462140992167102,3.843342036553525
0.4,8.4,Alando Tucker,51,2007,29,4.1,0.045,-6.7,-0.5,PHO,wisconsin,3,426,211,Player,alando-tucker-1,wisconsin,wisconsin,Alando Tucker,1,213,29,0.51,0.48,0.491,0.636,134,78,4297.0,2217,104,0.307,101.0,769,0.54,10.0,229.0,0.172,1.9827786828019547,0.26995578310449153,20.637654177333022,0.9681172911333489,0.9401908308121945,7.158482662322551,2.131719804514778
7.3,19.3,Greg Oden,105,2007,1,8.0,0.174,1.1,1.6,POR,ohio state,3,2028,840,Player,greg-oden-1,ohio state,ohio,Greg Oden,1,21,105,0.616,0.616,0.638,0.628,32,84,925.0,501,18,0.3291618569636134,0.0,306,0.626,13.8,64.0,0.355,0.9081081081081082,4.54054054054054,21.664864864864867,0.7783783783783783,0.0,13.232432432432432,2.7675675675675677
141.7,36.9,Kevin Durant,849,2007,2,27.0,0.217,5.1,55.7,SEA,texas,12,31305,22940,Player,kevin-durant-1,texas,texas,Kevin Durant,1,46,67,0.536,0.473,0.396,0.816,35,81,1255.0,903,66,0.404,82.0,390,0.587,11.4,99.0,0.28,1.4661354581673305,2.135458167330677,28.780876494023904,2.103585657370518,2.6135458167330676,12.430278884462151,3.155378486055777
89.7,32.7,Al Horford,830,2007,3,14.0,0.158,3.2,35.7,ATL,florida,13,27155,11644,Player,al-horford-1,florida,florida,Al Horford,1,187,189,0.586,0.586,0.613,0.619,109,82,2798.0,1123,94,0.0,0.0,864,0.601,15.6,173.0,0.244,2.673338098641887,2.70192994996426,16.05432451751251,1.343817012151537,0.0,12.35167977126519,2.4731951393852754
72.3,32.4,Mike Conley,816,2007,4,14.8,0.131,1.9,25.7,MEM,ohio state,13,26464,12085,Player,mike-conley-1,ohio state,ohio,Mike Conley,1,238,10,0.552,0.518,0.466,0.694,39,73,1231.0,441,87,0.304,21.0,134,0.584,18.6,86.0,0.199,7.733549959382616,0.3249390739236393,14.329813160032494,2.826969943135662,0.6823720552396426,4.354183590576767,2.794476035743298
40.9,29.6,Jeff Green,890,2007,5,13.0,0.07400000000000001,-1.3,4.3,BOS,georgetown,12,26372,11553,Player,jeff-green-1,georgetown,georgetown,Jeff Green,1,318,127,0.533,0.488,0.402,0.7,102,81,3388.0,1339,92,0.359,89.0,664,0.565,17.8,257.0,0.174,3.754427390791027,1.4994096812278632,15.808736717827628,1.0861865407319953,1.050767414403778,7.8394332939787486,3.0342384887839433
22.5,23.0,Corey Brewer,814,2007,7,8.7,0.057999999999999996,-1.0,4.8,MIN,florida,12,18738,7092,Player,corey-brewer-1,florida,florida,Corey Brewer,1,300,44,0.535,0.48,0.431,0.708,108,81,2939.0,1225,176,0.356,99.0,469,0.571,19.1,253.0,0.177,4.0830214358625385,0.5988431439265056,16.672337529772033,2.3953725757060225,1.3473970738346377,6.383123511398435,3.443348077577407
26.2,16.2,Brandan Wright,428,2007,8,7.0,0.18100000000000002,1.6,6.4,CHA,unc,10,6949,2976,Player,brandan-wright-1,north carolina,unc,Brandan Wright,1,37,65,0.646,0.646,0.445,0.567,37,81,1013.0,545,36,0.3291618569636134,0.0,229,0.637,12.1,59.0,0.301,1.4610069101678183,2.566633761105627,21.520236920039487,1.4215202369200395,0.0,9.042448173741363,2.329713721618954
