win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word
48.0,30.6,Kenyon Martin,757,2000,1,12.3,0.1,0.7,15.5,NJN,cincinnati,15,23134,9325,Player,kenyon-martin-1,cincinnati,cincinnati
0.3,15.6,A.J. Guyton,80,2000,32,5.5,0.01,-5.4,-1.1,CHI,indiana,3,1246,442,Player,aj-guyton-1,indiana,indiana
11.6,14.3,Jake Voskuhl,450,2000,33,4.0,0.087,-2.2,-0.3,CHI,uconn,9,6443,1814,Player,jake-voskuhl-1,connecticut,uconn
0.6,18.7,Khalid El-Amin,50,2000,34,6.3,0.03,-3.8,-0.4,CHI,uconn,1,936,314,Bust,khalid-el-amin-1,connecticut,uconn
-0.1,10.6,Mike Smith,17,2000,35,3.0,-0.033,-5.5,-0.2,WAS,university of louisiana at monroe,1,180,51,Bust,mike-smith-1,louisiana monroe,louisiana
20.0,17.3,Eddie House,717,2000,37,7.5,0.077,-1.5,1.6,MIA,arizona state,11,12405,5356,Player,eddie-house-1,arizona state,arizona
24.7,18.1,Eduardo Nájera,619,2000,38,4.9,0.106,0.3,6.4,HOU,oklahoma,12,11213,3052,Player,eduardo-najera-1,oklahoma,oklahoma
-0.2,7.3,Lavor Postell,61,2000,39,3.2,-0.025,-8.6,-0.7,NYK,st. john's,3,446,195,Player,lavor-postell-1,st johns ny,st
0.9,15.2,Hanno Möttölä,155,2000,40,4.6,0.019,-5.8,-2.3,ATL,utah,2,2360,715,Bust,hanno-mottola-1,utah,utah
0.0,0.0,Chris Carrawell,0,2000,41,0.0,0.0,0.0,0.0,SAS,duke,0,0,0,Bust,chris-carrawell-1,duke,duke
55.9,32.0,Michael Redd,629,2000,43,19.0,0.134,0.9,14.9,MIL,ohio state,12,20104,11972,Player,michael-redd-1,ohio state,ohio
0.3,9.4,Dan Langhi,133,2000,31,3.0,0.012,-6.8,-1.5,DAL,vanderbilt,4,1253,393,Player,dan-langhi-1,vanderbilt,vanderbilt
1.3,9.8,Jabari Smith,108,2000,45,3.0,0.057999999999999996,-4.0,-0.5,SAC,lsu,4,1063,329,Player,jabari-smith-1,louisiana state,lsu
0.0,0.0,Mark Karcher,0,2000,48,0.0,0.0,0.0,0.0,PHI,temple,0,0,0,Bust,mark-karcher-1,temple,temple
8.6,15.5,Jason Hart,341,2000,49,4.8,0.078,-1.7,0.3,MIL,syracuse,9,5289,1623,Player,jason-hart-1,syracuse,syracuse
0.1,4.5,Kaniel Dickens,19,2000,50,1.2,0.055,-5.0,-0.1,UTA,idaho,3,85,22,Player,kaniel-dickens-1,idaho,idaho
0.0,9.7,Dan McClintock,6,2000,53,3.0,0.006999999999999999,-6.6,-0.1,DEN,northern arizona university,1,58,18,Bust,dan-mcclintock-1,northern arizona,northern
0.2,22.5,Chris Porter,51,2000,55,8.6,0.008,-4.6,-0.8,GSW,auburn,1,1147,440,Bust,chris-porter-1,auburn,auburn
0.0,0.0,Jaquay Walls,0,2000,56,0.0,0.0,0.0,0.0,IND,colorado,0,0,0,Bust,jaquay-walls-1,colorado,colorado
0.0,0.0,Scoonie Penn,0,2000,57,0.0,0.0,0.0,0.0,ATL,ohio state,0,0,0,Bust,scoonie-penn-1,ohio state,ohio
0.0,0.0,Pete Mickeal,0,2000,58,0.0,0.0,0.0,0.0,DAL,cincinnati,0,0,0,Bust,pete-mickeal-1,cincinnati,cincinnati
15.4,14.2,Brian Cardinal,456,2000,44,4.6,0.114,0.7,4.5,DET,purdue,12,6477,2108,Player,brian-cardinal-1,purdue,purdue
0.2,9.9,Erick Barkley,27,2000,28,2.9,0.027000000000000003,-3.8,-0.1,POR,st. john's,2,266,77,Bust,erick-barkley-1,st johns ny,st
8.2,11.8,Mark Madsen,453,2000,29,2.2,0.07400000000000001,-2.2,-0.2,LAL,stanford,9,5335,975,Player,mark-madsen-1,stanford,stanford
21.3,19.8,Stromile Swift,547,2000,2,8.4,0.095,-1.9,0.2,VAN,lsu,9,10804,4582,Player,stromile-swift-1,louisiana state,lsu
2.7,20.9,Marcus Fizer,289,2000,4,9.6,0.022000000000000002,-4.7,-4.1,CHI,iowa state,6,6032,2782,Player,marcus-fizer-1,iowa state,iowa
60.7,26.9,Mike Miller,1032,2000,5,10.6,0.105,0.9,20.3,ORL,florida,17,27812,10973,Player,mike-miller-1,florida,florida
6.4,17.2,DerMarr Johnson,344,2000,6,6.2,0.052000000000000005,-1.6,0.6,ATL,cincinnati,7,5930,2121,Player,dermarr-johnson-1,cincinnati,cincinnati
13.3,20.1,Chris Mihm,436,2000,7,7.5,0.073,-3.8,-4.1,CHI,texas,8,8758,3262,Player,chris-mihm-1,texas,texas
60.6,29.4,Jamal Crawford,1326,2000,8,14.6,0.075,-1.1,8.9,CLE,michigan,19,38988,19414,Player,jamal-crawford-1,michigan,michigan
18.5,19.4,Keyon Dooling,728,2000,10,7.0,0.063,-3.0,-3.6,ORL,missouri,13,14134,5067,Player,keyon-dooling-1,missouri,missouri
2.1,9.6,Jérôme Moïso,145,2000,11,2.7,0.07400000000000001,-3.8,-0.6,BOS,ucla,5,1392,386,Player,jerome-moiso-1,ucla,ucla
14.9,17.3,Etan Thomas,409,2000,12,5.7,0.10099999999999999,-2.6,-1.0,DAL,syracuse,9,7084,2341,Player,etan-thomas-1,syracuse,syracuse
4.1,21.7,Courtney Alexander,187,2000,13,9.0,0.048,-4.0,-2.1,ORL,fresno state,3,4067,1690,Player,courtney-alexander-1,fresno state,fresno
-0.8,11.2,Mateen Cleaves,167,2000,14,3.6,-0.021,-6.3,-2.0,DET,michigan state,6,1863,609,Player,mateen-cleaves-1,michigan state,michigan
23.0,19.8,Joel Przybilla,592,2000,9,3.9,0.094,-0.9,3.3,HOU,minnesota,13,11733,2293,Player,joel-przybilla-1,minnesota,minnesota
1.8,12.4,Mamadou N'Diaye,69,2000,26,3.8,0.10099999999999999,-5.3,-0.7,DEN,auburn,5,858,262,Player,mamadou-ndiaye-1,auburn,auburn
1.9,14.4,Jason Collier,151,2000,15,5.6,0.042,-6.3,-2.3,MIL,georgia tech,5,2178,841,Player,jason-collier-1,georgia tech,georgia
35.7,27.2,Morris Peterson,711,2000,21,10.7,0.08900000000000001,0.0,9.7,TOR,michigan state,11,19366,7628,Player,morris-peterson-1,michigan state,michigan
4.7,16.2,Donnell Harvey,205,2000,22,5.6,0.069,-2.7,-0.6,NYK,florida,5,3318,1150,Player,donnell-harvey-1,florida,florida
27.7,21.5,Jamaal Magloire,680,2000,19,7.2,0.091,-2.9,-3.3,CHH,kentucky,12,14621,4917,Player,jamaal-magloire-1,kentucky,kentucky
32.8,26.5,Quentin Richardson,783,2000,18,10.3,0.076,-0.3,8.9,LAC,depaul,13,20785,8032,Player,quentin-richardson-1,depaul,depaul
23.1,30.5,Desmond Mason,643,2000,17,12.1,0.055999999999999994,-2.4,-1.9,SEA,oklahoma state,10,19641,7767,Player,desmond-mason-1,oklahoma state,oklahoma
14.2,25.6,Speedy Claxton,334,2000,20,9.3,0.08,-0.7,2.8,PHI,hofstra,7,8548,3096,Player,speedy-claxton-1,hofstra,hofstra
0.0,0.0,Michael Wright,0,2001,39,0.0,0.0,0.0,0.0,NYK,arizona,0,0,0,Bust,michael-wright-1,arizona,arizona
20.1,24.7,Bobby Simmons,466,2001,42,9.0,0.084,-0.1,5.4,SEA,depaul,10,11513,4189,Player,bobby-simmons-1,depaul,depaul
0.0,8.7,Jamison Brewer,54,2001,41,1.6,-0.001,-4.4,-0.3,IND,auburn,4,468,89,Player,jamison-brewer-1,auburn,auburn
19.2,22.2,Earl Watson,878,2001,40,6.4,0.047,-1.8,1.0,SEA,ucla,13,19494,5593,Player,earl-watson-1,ucla,ucla
-0.1,9.7,Omar Cook,22,2001,32,1.7,-0.021,-6.1,-0.2,ORL,st. john's,2,213,37,Bust,omar-cook-1,st johns ny,st
-0.2,8.7,Jeff Trepagnier,31,2001,36,2.8,-0.038,-4.8,-0.2,CLE,usc,3,270,88,Player,jeff-trepagnier-1,southern california,usc
7.6,13.0,Brian Scalabrine,520,2001,35,3.1,0.054000000000000006,-2.6,-1.1,NJN,usc,11,6772,1594,Player,brian-scalabrine-1,southern california,usc
1.0,13.9,Terence Morris,139,2001,34,3.4,0.025,-3.6,-0.8,ATL,maryland,3,1934,472,Player,terence-morris-1,maryland,maryland
0.0,13.8,Will Solomon,115,2001,33,5.1,0.0,-4.7,-1.1,MEM,clemson,2,1584,584,Bust,will-solomon-1,clemson,clemson
0.0,0.0,Eric Chenowith,0,2001,43,0.0,0.0,0.0,0.0,NYK,kansas,0,0,0,Bust,eric-chenowith-1,kansas,kansas
-0.7,9.0,Damone Brown,39,2001,37,2.8,-0.1,-10.3,-0.7,PHI,syracuse,4,351,108,Player,damone-brown-1,syracuse,syracuse
0.0,0.0,Kyle Hill,0,2001,44,0.0,0.0,0.0,0.0,DAL,eastern illinois university,0,0,0,Bust,kyle-hill-1,eastern illinois,eastern
0.0,0.0,Bryan Bracey,0,2001,58,0.0,0.0,0.0,0.0,SAS,oregon,0,0,0,Bust,bryan-bracey-1,oregon,oregon
3.1,11.3,Loren Woods,215,2001,46,2.6,0.062,-2.9,-0.6,MIN,arizona,6,2428,555,Player,loren-woods-1,arizona,arizona
0.0,9.8,Ken Johnson,16,2001,49,2.0,-0.002,-10.0,-0.3,MIA,ohio state,1,156,32,Bust,ken-johnson-2,ohio state,michigan
0.2,6.3,Ruben Boumtje-Boumtje,44,2001,50,1.0,0.027000000000000003,-4.5,-0.2,POR,georgetown,3,276,43,Player,ruben-boumtje-boumtje-1,georgetown,georgetown
0.8,7.2,Alton Ford,73,2001,51,2.5,0.07400000000000001,-6.5,-0.6,PHO,houston,3,524,186,Player,alton-ford-1,houston,houston
0.0,0.0,Andre Hutson,0,2001,52,0.0,0.0,0.0,0.0,MIL,michigan state,0,0,0,Bust,andre-hutson-1,michigan state,michigan
15.7,15.8,Jarron Collins,542,2001,53,3.9,0.08800000000000001,-1.8,0.5,UTA,stanford,10,8542,2095,Player,jarron-collins-1,stanford,stanford
-1.1,14.2,Kenny Satterfield,75,2001,54,4.3,-0.051,-6.1,-1.1,DAL,cincinnati,2,1062,321,Bust,kenny-satterfield-1,cincinnati,cincinnati
0.0,0.0,Maurice Jeffers,0,2001,55,0.0,0.0,0.0,0.0,SAC,saint louis,0,0,0,Bust,maurice-jeffers-1,saint louis,saint
0.1,5.5,Alvin Jones,23,2001,57,1.1,0.034,-4.5,-0.1,PHI,georgia tech,1,126,26,Bust,alvin-jones-1,georgia tech,georgia
51.3,35.1,Gilbert Arenas,552,2001,31,20.7,0.127,2.9,24.1,GSW,arizona,11,19351,11402,Player,gilbert-arenas-1,arizona,arizona
1.1,12.2,Sean Lampley,45,2001,45,4.5,0.096,-3.2,-0.2,CHI,california,2,550,203,Bust,sean-lampley-1,california,california
13.8,25.3,Trenton Hassell,644,2001,30,5.8,0.040999999999999995,-2.3,-1.3,CHI,austin peay state university,9,16278,3741,Player,trenton-hassell-1,austin peay,austin
10.6,15.0,Steven Hunter,400,2001,15,4.5,0.085,-2.8,-1.3,ORL,depaul,8,5993,1817,Player,steven-hunter-1,depaul,depaul
59.1,34.1,Jason Richardson,857,2001,5,17.1,0.09699999999999999,1.3,24.4,GSW,michigan state,13,29241,14644,Player,jason-richardson-1,michigan state,michigan
75.7,30.7,Shane Battier,977,2001,6,8.6,0.121,2.9,37.0,MEM,duke,13,30004,8408,Player,shane-battier-1,duke,duke
10.9,22.2,Eddie Griffin,303,2001,7,7.2,0.078,-1.0,1.7,NJN,seton hall,5,6729,2171,Player,eddie-griffin-1,seton hall,seton
1.8,15.4,Rodney White,218,2001,9,7.1,0.026000000000000002,-3.8,-1.5,DET,unc charlotte,4,3354,1540,Player,rodney-white-1,charlotte,charlotte
82.8,34.7,Joe Johnson,1276,2001,10,16.0,0.09,0.4,26.4,BOS,arkansas,17,44234,20405,Player,joe-johnson-1,arkansas,arkansas
83.0,29.0,Richard Jefferson,1181,2001,13,12.6,0.11599999999999999,0.3,19.8,HOU,arizona,17,34293,14904,Player,richard-jefferson-1,arizona,arizona
51.3,24.4,Samuel Dalembert,886,2001,26,7.7,0.114,-0.7,7.2,PHI,seton hall,13,21646,6814,Player,samuel-dalembert-1,seton hall,seton
17.2,26.4,Jamaal Tinsley,547,2001,27,8.5,0.057,-0.4,5.7,MEM,iowa state,11,14443,4652,Player,jamaal-tinsley-1,iowa state,iowa
50.3,27.3,Troy Murphy,729,2001,14,10.8,0.121,-0.1,9.5,GSW,notre dame,12,19921,7860,Player,troy-murphy-1,notre dame,notre
59.7,29.7,Gerald Wallace,832,2001,25,11.9,0.11599999999999999,2.4,27.3,SAC,alabama,14,24731,9933,Player,gerald-wallace-1,alabama,alabama
-0.6,6.5,Brandon Armstrong,108,2001,23,2.2,-0.039,-8.6,-1.2,HOU,pepperdine,3,699,239,Player,brandon-armstrong-1,pepperdine,pepperdine
-0.4,5.0,Joseph Forte,25,2001,21,1.2,-0.166,-10.1,-0.3,BOS,unc,2,125,30,Bust,joseph-forte-1,north carolina,unc
0.7,12.9,Jeryl Sasser,82,2001,22,2.5,0.032,-2.9,-0.2,ORL,smu,2,1061,204,Bust,jeryl-sasser-1,southern methodist,smu
81.1,31.0,Zach Randolph,1116,2001,19,16.6,0.11199999999999999,-0.4,13.6,POR,michigan state,17,34616,18578,Player,zach-randolph-1,michigan state,michigan
20.1,20.4,Jason Collins,735,2001,18,3.6,0.064,-2.0,0.2,HOU,stanford,13,14974,2621,Player,jason-collins-1,stanford,stanford
2.0,11.7,Michael Bradley,173,2001,17,2.8,0.047,-3.7,-0.9,TOR,villanova,5,2016,483,Player,michael-bradley-1,villanova,villanova
-0.5,5.0,Kirk Haston,27,2001,16,1.2,-0.19699999999999998,-13.5,-0.4,CHH,indiana,2,134,32,Bust,kirk-haston-1,indiana,indiana
43.8,22.9,Brendan Haywood,816,2001,20,6.8,0.113,-0.2,8.4,CLE,unc,13,18680,5538,Player,brendan-haywood-1,north carolina,unc
0.0,0.0,Rod Grizzard,0,2002,39,0.0,0.0,0.0,0.0,WAS,alabama,0,0,0,Bust,rod-grizzard-1,alabama,alabama
0.0,3.9,Tito Maddox,9,2002,38,1.2,-0.011000000000000001,-2.2,0.0,HOU,fresno state,1,35,11,Bust,tito-maddox-1,fresno state,fresno
0.0,7.5,Robert Archibald,44,2002,32,1.2,-0.004,-5.0,-0.2,MEM,illinois,2,328,51,Bust,robert-archibald-1,illinois,illinois
80.3,31.2,Carlos Boozer,861,2002,35,16.2,0.14300000000000002,1.2,22.1,CLE,duke,13,26901,13976,Player,carlos-boozer-1,duke,duke
15.8,14.8,Dan Gadzuric,527,2002,34,4.7,0.09699999999999999,-1.3,1.3,MIL,ucla,10,7793,2465,Player,dan-gadzuric-1,ucla,ucla
1.0,23.4,Vincent Yarbrough,59,2002,33,6.9,0.035,-2.4,-0.1,DEN,tennessee,1,1381,406,Bust,vincent-yarbrough-1,tennessee,tennessee
0.0,0.0,Jason Jennings,0,2002,43,0.0,0.0,0.0,0.0,POR,arkansas state university,0,0,0,Bust,jason-jennings-1,arkansas state,arkansas
2.9,11.6,Lonny Baxter,162,2002,44,3.9,0.075,-5.1,-1.5,CHI,maryland,4,1884,637,Player,lonny-baxter-1,maryland,maryland
0.1,11.0,Corsley Edwards,10,2002,58,2.7,0.026000000000000002,-5.2,-0.1,SAC,central connecticut state university,1,110,27,Bust,corsley-edwards-1,central connecticut state,central
42.8,23.6,Matt Barnes,929,2002,46,8.2,0.09300000000000001,1.0,16.7,MEM,ucla,14,21967,7589,Player,matt-barnes-1,ucla,ucla
1.4,8.8,Jamal Sampson,72,2002,47,2.0,0.106,-2.1,0.0,UTA,california,5,631,142,Player,jamal-sampson-1,california,california
0.0,6.0,Chris Owens,1,2002,48,4.0,-0.032,-10.7,0.0,MIL,texas,1,6,4,Bust,chris-owens-1,texas,texas
15.9,18.6,Darius Songaila,495,2002,50,6.9,0.083,-1.7,0.7,BOS,wake forest,8,9229,3415,Player,darius-songaila-1,wake forest,wake
0.0,0.0,Marcus Taylor,0,2002,52,0.0,0.0,0.0,0.0,MIN,michigan state,0,0,0,Bust,marcus-taylor-1,michigan state,michigan
20.8,21.3,Rasual Butler,809,2002,53,7.5,0.057999999999999996,-2.1,-0.4,MIA,la salle,13,17219,6092,Player,rasual-butler-1,la salle,la
-0.3,7.8,Tamar Slay,66,2002,54,2.6,-0.028999999999999998,-6.0,-0.5,NJN,marshall,3,517,173,Player,tamar-slay-1,marshall,marshall
0.0,2.8,Randy Holcomb,4,2002,57,0.5,0.15,-1.8,0.0,SAS,san diego state,1,11,2,Bust,randy-holcomb-1,san diego state,san
13.0,17.7,Roger Mason,518,2002,31,6.3,0.068,-1.8,0.5,CHI,virginia,10,9147,3289,Player,roger-mason-1,virginia,virginia
0.0,0.0,Sam Clancy,0,2002,45,0.0,0.0,0.0,0.0,PHI,usc,0,0,0,Bust,sam-clancy-1,southern california,usc
0.0,0.0,Steve Logan,0,2002,30,0.0,0.0,0.0,0.0,GSW,cincinnati,0,0,0,Bust,steve-logan-1,cincinnati,cincinnati
5.9,15.4,Dan Dickau,300,2002,28,5.8,0.061,-2.3,-0.4,SAC,gonzaga,6,4617,1745,Player,dan-dickau-1,gonzaga,gonzaga
0.8,26.1,Jay Williams,75,2002,2,9.5,0.02,-2.2,-0.1,CHI,duke,1,1961,714,Bust,jay-williams-1,duke,duke
58.5,27.7,Mike Dunleavy,986,2002,3,11.2,0.10300000000000001,0.3,15.9,GSW,duke,15,27340,11048,Player,mike-dunleavy-2,duke,south
43.9,25.5,Drew Gooden,790,2002,4,11.0,0.105,-1.5,2.3,MEM,kansas,14,20127,8653,Player,drew-gooden-1,kansas,kansas
0.0,21.4,Dajuan Wagner,103,2002,6,9.4,0.0,-5.6,-2.0,CLE,memphis,4,2202,964,Player,dajuan-wagner-1,memphis,memphis
26.9,19.9,Chris Wilcox,628,2002,8,8.2,0.10300000000000001,-1.6,1.2,LAC,maryland,11,12474,5150,Player,chris-wilcox-1,maryland,maryland
50.9,32.2,Caron Butler,881,2002,10,14.1,0.086,0.2,15.9,MIA,uconn,14,28333,12430,Player,caron-butler-1,connecticut,uconn
13.1,21.6,Jared Jeffries,629,2002,11,4.8,0.046,-0.9,3.8,WAS,indiana,11,13579,3003,Player,jared-jeffries-1,indiana,indiana
4.0,16.0,Melvin Ely,375,2002,12,5.3,0.032,-3.6,-2.4,LAC,fresno state,9,6005,1992,Player,melvin-ely-1,fresno state,fresno
0.5,9.6,Marcus Haislip,89,2002,13,3.5,0.026000000000000002,-6.2,-0.9,MIL,tennessee,4,854,311,Player,marcus-haislip-1,tennessee,tennessee
16.5,24.0,Fred Jones,430,2002,14,7.5,0.077,-0.9,2.8,IND,oregon,7,10299,3206,Player,fred-jones-1,oregon,oregon
-0.5,12.0,Chris Jefferies,72,2002,27,3.9,-0.03,-6.3,-0.9,LAL,fresno state,2,861,281,Bust,chris-jefferies-1,fresno state,fresno
33.9,26.4,John Salmons,895,2002,26,9.3,0.069,-1.0,5.8,SAS,miami (fl),13,23672,8292,Player,john-salmons-1,miami fl,miami
0.1,11.1,Frank Williams,86,2002,25,2.9,0.003,-5.0,-0.7,DEN,illinois,3,952,253,Player,frank-williams-1,illinois,illinois
63.1,31.0,Tayshaun Prince,1017,2002,23,11.1,0.096,0.1,16.6,DET,kentucky,14,31576,11272,Player,tayshaun-prince-1,kentucky,kentucky
1.7,17.2,Kareem Rush,346,2002,20,6.4,0.013000000000000001,-4.1,-3.2,TOR,missouri,7,5956,2213,Player,kareem-rush-1,missouri,missouri
-0.4,9.1,Ryan Humphrey,85,2002,19,2.3,-0.027000000000000003,-7.6,-1.1,UTA,notre dame,3,772,197,Player,ryan-humphrey-1,notre dame,notre
1.0,13.5,Curtis Borchardt,83,2002,18,3.1,0.040999999999999995,-2.4,-0.1,ORL,stanford,2,1117,258,Bust,curtis-borchardt-1,stanford,stanford
6.1,19.5,Juan Dixon,436,2002,17,8.4,0.034,-3.0,-2.1,WAS,maryland,7,8509,3678,Player,juan-dixon-1,maryland,maryland
6.2,18.5,Casey Jacobsen,287,2002,22,5.2,0.055999999999999994,-2.3,-0.4,PHO,stanford,4,5320,1488,Player,casey-jacobsen-1,stanford,stanford
12.9,20.2,Willie Green,731,2003,41,8.3,0.042,-3.6,-5.9,SEA,detroit mercy,12,14783,6059,Player,willie-green-1,detroit mercy,detroit
0.0,16.0,Derrick Zimmerman,2,2003,40,2.0,0.004,-9.7,-0.1,GSW,mississippi state,1,32,4,Bust,derrick-zimmerman-1,mississippi state,mississippi
29.1,23.9,Steve Blake,870,2003,38,6.5,0.067,-1.8,1.3,WAS,maryland,13,20823,5662,Player,steve-blake-1,maryland,maryland
0.0,0.0,Mario Austin,0,2003,36,0.0,0.0,0.0,0.0,CHI,mississippi state,0,0,0,Bust,mario-austin-1,mississippi state,mississippi
20.4,21.6,Keith Bogans,671,2003,43,6.3,0.068,-0.8,4.5,MIL,kentucky,11,14527,4257,Player,keith-bogans-1,kentucky,kentucky
13.5,17.2,Luke Walton,564,2003,32,4.7,0.067,-1.2,1.9,LAL,arizona,10,9685,2649,Player,luke-walton-1,arizona,arizona
0.2,12.4,Travis Hansen,41,2003,37,3.0,0.019,-5.0,-0.4,ATL,byu,1,507,123,Bust,travis-hansen-1,brigham young,byu
40.0,29.2,Mo Williams,818,2003,47,13.2,0.08,-0.5,8.9,UTA,alabama,13,23872,10759,Player,mo-williams-1,alabama,alabama
25.2,15.7,James Jones,709,2003,49,5.2,0.109,-0.6,4.0,IND,miami (fl),14,11098,3717,Player,james-jones-1,miami fl,miami
72.7,25.4,Kyle Korver,1216,2003,51,9.7,0.113,0.8,21.5,NJN,creighton,17,30925,11836,Player,kyle-korver-1,creighton,creighton
0.0,0.0,Tommy Smith,0,2003,53,0.0,0.0,0.0,0.0,CHI,arizona state,0,0,0,Bust,tommy-smith-1,arizona state,arizona
0.0,0.0,Rick Rickert,0,2003,55,0.0,0.0,0.0,0.0,MIN,minnesota,0,0,0,Bust,rick-rickert-1,minnesota,minnesota
0.7,9.4,Brandon Hunter,67,2003,56,3.3,0.055,-5.4,-0.5,BOS,ohio university,2,630,220,Bust,brandon-hunter-1,ohio,ohio
10.3,17.8,Jason Kapono,509,2003,31,6.7,0.055,-3.0,-2.3,CLE,ucla,9,9068,3398,Player,jason-kapono-1,ucla,ucla
38.5,16.9,Matt Bonner,792,2003,45,5.8,0.138,1.0,10.1,CHI,florida,12,13356,4632,Player,matt-bonner-1,florida,florida
38.0,30.3,Josh Howard,507,2003,29,14.3,0.11900000000000001,0.6,10.3,DAL,wake forest,10,15350,7270,Player,josh-howard-1,wake forest,wake
101.8,35.7,Carmelo Anthony,1097,2003,3,23.8,0.125,0.8,27.7,DEN,syracuse,17,39202,26073,Player,carmelo-anthony-1,syracuse,syracuse
106.0,35.8,Chris Bosh,893,2003,4,19.2,0.159,1.4,27.5,TOR,georgia tech,13,31936,17189,Player,chris-bosh-1,georgia tech,georgia
120.7,33.9,Dwyane Wade,1054,2003,5,22.0,0.162,4.5,58.4,MIA,marquette,16,35773,23165,Player,dwyane-wade-1,marquette,marquette
24.6,26.7,Chris Kaman,735,2003,6,11.2,0.06,-2.0,0.0,LAC,central michigan university,13,19642,8208,Player,chris-kaman-1,central michigan,central
52.5,30.7,Kirk Hinrich,879,2003,7,10.9,0.09300000000000001,0.2,14.7,CHI,kansas,13,27015,9594,Player,kirk-hinrich-1,kansas,kansas
7.8,15.5,Mike Sweetney,233,2003,9,6.5,0.10300000000000001,-2.1,-0.1,NYK,georgetown,4,3610,1516,Player,mike-sweetney-1,georgetown,georgetown
10.2,23.2,Jarvis Hayes,427,2003,10,8.3,0.049,-2.9,-2.2,WAS,georgia,7,9898,3553,Player,jarvis-hayes-1,georgia,georgia
44.5,20.4,Nick Collison,910,2003,12,5.9,0.115,0.4,11.3,SEA,kansas,14,18603,5359,Player,nick-collison-1,kansas,kansas
6.6,16.0,Marcus Banks,348,2003,13,5.9,0.057,-2.4,-0.6,MEM,unlv,8,5571,2061,Player,marcus-banks-1,nevada las vegas,unlv
16.9,27.7,T.J. Ford,429,2003,8,11.2,0.068,-0.8,3.6,MIL,texas,8,11882,4797,Player,tj-ford-1,texas,texas
-0.6,8.5,Reece Gaines,71,2003,15,1.7,-0.049,-7.7,-0.9,ORL,louisville,3,605,123,Player,reece-gaines-1,louisville,louisville
36.0,26.1,Luke Ridnour,830,2003,14,9.3,0.08,-0.9,5.8,SEA,oregon,12,21623,7740,Player,luke-ridnour-1,oregon,oregon
10.2,13.4,Brian Cook,421,2003,24,5.5,0.086,-2.4,-0.6,LAL,illinois,9,5649,2312,Player,brian-cook-1,illinois,illinois
9.9,15.7,Dahntay Jones,624,2003,20,5.4,0.048,-3.7,-4.1,BOS,duke,13,9799,3353,Player,dahntay-jones-1,duke,duke
85.9,28.2,David West,1034,2003,18,13.6,0.141,1.5,25.8,NOH,xavier,15,29144,14034,Player,david-west-1,xavier,xavier
